Id,Cluster,Segment,PC1,PC2,PC3
5684,1,Budget family browsers,-2.539071250210948,0.09289136624633669,0.20962109778221488
5909,3,Deal-oriented wine shoppers,0.660175815901085,2.429522614656156,-0.08089569992260448
9855,3,Deal-oriented wine shoppers,1.4564924212298278,1.2708720170138845,2.0572015214999846
975,1,Budget family browsers,-1.490825144593593,1.4433244111696353,-0.28034375095424746
8754,1,Budget family browsers,-2.227319632803071,-0.4037087394628838,1.010675950462217
1456,2,Affluent omnichannel loyalists,3.833629532868248,2.6232296447990455,-3.4928381322794366
2849,2,Affluent omnichannel loyalists,3.833629532868248,2.6232296447990455,-3.4928381322794366
9984,3,Deal-oriented wine shoppers,0.13038237522331683,2.583244482508319,-1.7079945664819502
5527,1,Budget family browsers,-2.708374200164785,-0.8505651733628766,-1.20379085384038
5628,2,Affluent omnichannel loyalists,4.143541422717085,-0.12528476519564552,-2.312485861130776
7627,2,Affluent omnichannel loyalists,5.922409975082147,-2.3778700279719973,-1.0516219265665576
1351,3,Deal-oriented wine shoppers,1.8964325584740493,2.364239492292302,0.999537795993063
10629,1,Budget family browsers,-2.1633965387188545,-0.334606805167339,-1.0214443317705284
10395,1,Budget family browsers,-2.461574672749617,-0.4332889944236752,-1.902218245952615
6961,1,Budget family browsers,-3.5139158185870065,-1.3505523952347143,-1.3793037298274682
10196,2,Affluent omnichannel loyalists,0.831347914695089,-0.4392886006487809,-2.0140090742276464
6182,1,Budget family browsers,-2.445320092811158,-1.011074642843767,-0.6673723467773037
10432,1,Budget family browsers,-3.0046651997700633,-1.2859868137990553,-0.8229799210903194
1542,3,Deal-oriented wine shoppers,-1.1389570577367976,2.770528279299563,0.9392130246723109
4220,1,Budget family browsers,-1.2133881909960034,-0.5960095770151802,1.8174131624562346
4141,2,Affluent omnichannel loyalists,1.9329839066093615,-0.2586686914488803,-0.2263489465745847
1940,1,Budget family browsers,-3.0042035955331694,-1.3184310251920188,-0.8003771747659781
1506,1,Budget family browsers,-2.0178700406171184,0.5773282180265955,-0.180295839316975
6347,1,Budget family browsers,-2.9622513619175805,-1.2976864073501189,-0.9781161827882564
1361,2,Affluent omnichannel loyalists,2.918918866468585,-0.9862295948858435,0.5748488404945504
9422,1,Budget family browsers,-1.5828233740618252,-1.3699611131961824,-0.23857479200081783
1081,3,Deal-oriented wine shoppers,0.16127721425678357,4.512597811564041,-0.00748505555561677
7458,1,Budget family browsers,-2.566111901021679,0.3570225985095951,-0.2884725648251543
1012,3,Deal-oriented wine shoppers,1.1943309043991082,2.62109066192574,-0.44985949204341696
5453,2,Affluent omnichannel loyalists,6.5708602430513166,-1.4568571288401664,-1.5285011589517297
6818,3,Deal-oriented wine shoppers,-0.5155199820673113,1.5823543569021412,-0.42146886478920736
7807,3,Deal-oriented wine shoppers,-0.5155199820673113,1.5823543569021412,-0.42146886478920736
7532,1,Budget family browsers,-1.8908172043309266,0.7849834929060278,0.43635301104904206
8346,1,Budget family browsers,-1.6801218503870394,0.011328996909018674,-1.8707249931475993
5564,2,Affluent omnichannel loyalists,2.8497731902927255,0.39331570019654716,-0.550643710735265
3267,3,Deal-oriented wine shoppers,-0.02295741165322952,1.9827631050254881,0.708875660556506
3091,2,Affluent omnichannel loyalists,2.112681682896501,-0.8155189696794358,-1.413751867378375
762,2,Affluent omnichannel loyalists,2.112681682896501,-0.8155189696794358,-1.413751867378375
8029,2,Affluent omnichannel loyalists,2.3573044763768083,-0.9615582993790766,1.7430124768951958
4376,1,Budget family browsers,-1.674942373473656,-1.192305034903918,-0.27015058531475145
10981,2,Affluent omnichannel loyalists,3.76561842097825,-1.8368724615325314,-0.384067398572243
486,2,Affluent omnichannel loyalists,3.76561842097825,-1.8368724615325314,-0.384067398572243
1158,1,Budget family browsers,-1.617330002648951,0.12645455892292568,0.9127340129596696
9119,3,Deal-oriented wine shoppers,0.35816819634709124,-0.03484610844126559,1.354820888265678
6694,3,Deal-oriented wine shoppers,2.7123626045759166,1.083875200719505,0.5014177112354498
10573,2,Affluent omnichannel loyalists,1.2579653892598124,-1.196380391220958,-0.07635087262960856
10140,2,Affluent omnichannel loyalists,1.8136934505512108,-0.5033606506047036,1.5111264210954534
2286,1,Budget family browsers,-2.075328421395609,0.056429472882023705,0.3127551743544566
8420,1,Budget family browsers,-1.921914224227965,-1.1080594732344158,-0.12283621749508135
10065,1,Budget family browsers,-1.921914224227965,-1.1080594732344158,-0.12283621749508135
1029,3,Deal-oriented wine shoppers,-0.5933224820573951,0.299204511479068,1.301713834941932
4207,2,Affluent omnichannel loyalists,3.227561584456899,-0.21487201906329828,0.883685265375462
10277,1,Budget family browsers,-2.3509885015028202,-0.35672374922347877,0.8904691702776067
4436,1,Budget family browsers,-1.5391575210837125,-1.292158418255487,-0.5688639779741818
2929,1,Budget family browsers,-1.5391575210837125,-1.292158418255487,-0.5688639779741818
6281,3,Deal-oriented wine shoppers,0.7389854813708927,0.6713190999713161,0.9288304202919203
10390,1,Budget family browsers,-2.2154127273968527,-0.5289692975239257,0.8881836729832133
2574,3,Deal-oriented wine shoppers,0.9092252303152285,1.6958190255595655,1.3988537986771294
709,3,Deal-oriented wine shoppers,0.362019833966126,1.5572187039000465,0.5488147338991363
5955,2,Affluent omnichannel loyalists,4.340564447176054,-0.8675740099575254,-1.6864727465398934
8486,1,Budget family browsers,-2.0015647112610733,1.3083565261055894,-1.8475946385673756
10343,2,Affluent omnichannel loyalists,2.8654375518782653,-0.4569046179188711,-0.8199405291654763
6652,2,Affluent omnichannel loyalists,3.3779051959450372,-2.1597872034548162,-0.3596371567502115
8746,3,Deal-oriented wine shoppers,0.9088806216968455,-0.09508798628365238,0.04557231072534653
4686,2,Affluent omnichannel loyalists,4.090756837847763,-0.7449854293940388,0.44262801071636587
3551,1,Budget family browsers,-0.5023922795466378,-0.2667635284678492,1.4469500080672557
4338,1,Budget family browsers,-2.2501490514411744,-1.6436917695209357,0.03047692946162228
4444,1,Budget family browsers,-2.631437678749382,-1.0675091018429113,-0.8696903219848712
498,1,Budget family browsers,-2.4174841300286882,-1.2322602468533184,-0.3250901661436888
8230,1,Budget family browsers,-2.5111575235268146,-1.2246631360303424,-0.5874642053162057
2826,1,Budget family browsers,-3.407834783256884,-0.006704257880044596,-0.6787931603388335
6222,1,Budget family browsers,-3.407834783256884,-0.006704257880044596,-0.6787931603388335
7352,3,Deal-oriented wine shoppers,0.16109371085260576,0.5633758195402062,0.8112842913894464
10928,3,Deal-oriented wine shoppers,0.8048223932337041,1.2897134462399098,0.11046890168886009
10736,2,Affluent omnichannel loyalists,4.212862004598284,-0.1022504476864152,-0.6757656515998695
10163,2,Affluent omnichannel loyalists,2.5917218746526944,-0.3468226266974135,0.0874919757587186
6168,1,Budget family browsers,-2.2368682376464717,-0.4352786572819953,0.6588651213383611
4656,3,Deal-oriented wine shoppers,0.009065129156069005,1.4693616027196046,-2.24257679535467
626,1,Budget family browsers,-2.4417545789342645,-0.7467660666610149,0.7007321504685681
3870,2,Affluent omnichannel loyalists,2.987783037649375,-0.38727678351903805,-0.8672385361959817
6299,3,Deal-oriented wine shoppers,1.1501827162953964,2.3286125944312857,-1.5076182614090403
7798,3,Deal-oriented wine shoppers,-0.4407965373963128,1.7981430086246708,-0.3588517182377759
9973,3,Deal-oriented wine shoppers,-0.5428945165132004,2.5174341697780025,1.3729363716132477
4299,3,Deal-oriented wine shoppers,3.552287741402565,2.8983999005695327,-0.9920686256713367
10971,1,Budget family browsers,-1.5820730543812713,1.1486360751680025,-3.141435358304361
9931,1,Budget family browsers,-5.328242101480931,4.664355239001212,-3.877591403024849
6679,1,Budget family browsers,-1.8698818756578868,-1.9402730291592576,0.8693596495875489
5961,1,Budget family browsers,-2.1993925759159674,-1.5592809690540412,-0.18103778816100666
6255,3,Deal-oriented wine shoppers,0.502525324676434,-0.3642608966324504,1.3408957898212734
8614,3,Deal-oriented wine shoppers,1.059895863656952,-0.18669540555013764,1.395768197681342
7828,2,Affluent omnichannel loyalists,2.546885200813544,-2.5279137272458505,-0.543184675200345
1277,2,Affluent omnichannel loyalists,2.8813871781483837,0.011673101052983317,0.08610138379691207
3595,2,Affluent omnichannel loyalists,3.3851731132284892,0.5723015786987256,0.6691291037993027
5735,2,Affluent omnichannel loyalists,5.664357580096491,-1.635136364968853,-0.5356333556994793
5350,2,Affluent omnichannel loyalists,5.664357580096491,-1.635136364968853,-0.5356333556994793
4137,2,Affluent omnichannel loyalists,2.444474896651379,-1.18159849580767,-0.9030402290774916
6357,3,Deal-oriented wine shoppers,0.6012577677391702,0.9764539296282514,0.01290258194653901
9316,1,Budget family browsers,-2.352779632620243,-1.4780238196382192,0.024889462966474953
3578,1,Budget family browsers,-0.8831139202403593,0.26251567651712354,0.7468458939268771
153,1,Budget family browsers,-1.9583203740243154,-1.670640604665998,0.4446576674871872
10524,3,Deal-oriented wine shoppers,1.9472102198502828,0.7240829838200165,-0.06554299499831022
1518,3,Deal-oriented wine shoppers,0.6145606730951125,2.3971651236218734,-1.3648791824908268
2036,3,Deal-oriented wine shoppers,-0.16166784432085834,0.7325888651609478,1.264941023246467
9495,2,Affluent omnichannel loyalists,3.4965832108933137,-2.3831784587099656,-0.5073816836555277
2631,2,Affluent omnichannel loyalists,3.4965832108933137,-2.3831784587099656,-0.5073816836555277
6312,3,Deal-oriented wine shoppers,2.5304935301949674,2.1674542381086686,-1.1625129048878722
615,1,Budget family browsers,-0.5356792004298142,-0.5959131099646545,-1.2072139571468707
4406,3,Deal-oriented wine shoppers,2.7811296221092263,1.6936755626977222,-0.41483791820643484
10061,3,Deal-oriented wine shoppers,1.6198269447963194,2.5725560558930796,-0.07843704047622897
10619,2,Affluent omnichannel loyalists,4.1374455735087645,-1.2439423011071198,-0.26555347237089527
4945,3,Deal-oriented wine shoppers,1.9733171611301983,1.3640656314569566,-0.3199161720743034
1777,1,Budget family browsers,-2.057670681284958,-1.169647683945566,-0.408380860230169
4023,1,Budget family browsers,-2.2804769346484415,-0.5076550692053036,-1.576321644268279
7922,3,Deal-oriented wine shoppers,0.9632738542584536,2.5283148322633533,0.7421101041498367
10699,1,Budget family browsers,-2.4282373140142965,-0.6149640923561613,-0.7116644743890566
7516,1,Budget family browsers,-2.437475021461259,-1.3507351225108803,-0.522578997076457
3129,1,Budget family browsers,-2.437475021461259,-1.3507351225108803,-0.522578997076457
5121,3,Deal-oriented wine shoppers,1.0341270697493778,1.4468427813974598,0.20615197613800276
2186,2,Affluent omnichannel loyalists,5.920704129677279,-1.313873308845436,-1.5971062906279123
10548,2,Affluent omnichannel loyalists,3.4421855868336104,-1.5983652309101897,0.14911509840762896
6384,3,Deal-oriented wine shoppers,1.8152870529038367,2.5020262159707096,-0.22710439431487592
2625,3,Deal-oriented wine shoppers,-0.03264554799219615,-0.01213725170495034,0.7806319345550269
1676,3,Deal-oriented wine shoppers,-1.1124998316465606,0.9788235657922953,0.8966147921944699
5534,1,Budget family browsers,-1.2812589309409999,0.5088544051364768,0.5122724203637188
6859,1,Budget family browsers,-2.5429017171364103,-0.4223271838170139,-1.2862313489083668
271,1,Budget family browsers,-1.6438515848637774,1.1118993582294947,-0.32812800249121915
7699,1,Budget family browsers,-1.6438515848637774,1.1118993582294947,-0.32812800249121915
7832,2,Affluent omnichannel loyalists,2.9629573153324156,0.8735942112420155,0.8662817382342893
938,1,Budget family browsers,-2.5819123555921366,0.19373151739557432,-0.11839251630770609
7873,3,Deal-oriented wine shoppers,-0.9475788120568589,0.931156407451286,0.27481929602152455
9967,3,Deal-oriented wine shoppers,-1.049816747101101,2.812224712782078,-1.257245461339205
1087,1,Budget family browsers,-2.2108962239395593,-0.2192578493768756,-2.023546828821009
8314,2,Affluent omnichannel loyalists,4.79753318961869,-1.5961938371271516,-1.2803289975473868
3762,2,Affluent omnichannel loyalists,2.3634966334611542,-1.7128464121144136,0.37486253271979836
10383,2,Affluent omnichannel loyalists,3.130997236047187,-1.31769707251148,-0.505090224619723
6798,3,Deal-oriented wine shoppers,-1.3674137834166136,2.954129760036488,-1.1510055257965763
4168,3,Deal-oriented wine shoppers,-1.3674137834166136,2.954129760036488,-1.1510055257965763
6690,1,Budget family browsers,-2.3630408308028557,0.8247609433800899,-0.3179367392147127
10602,1,Budget family browsers,-2.0701557128673933,-0.5687307160548193,-1.111146748923307
3220,1,Budget family browsers,-2.0701557128673933,-0.5687307160548193,-1.111146748923307
5424,1,Budget family browsers,-2.0701557128673933,-0.5687307160548193,-1.111146748923307
7488,3,Deal-oriented wine shoppers,1.975288115529347,0.7185995494507686,0.6791726241408431
5289,1,Budget family browsers,-2.106246958644121,-0.48010990932772035,0.40977378575652523
347,3,Deal-oriented wine shoppers,-1.022216411688146,1.8506682271647412,-0.34702344419919806
5236,2,Affluent omnichannel loyalists,4.792552007951396,1.1327488516829902,-1.3877817820180838
9478,1,Budget family browsers,0.34118358277155403,-1.03493561526686,-0.6980380347243543
477,2,Affluent omnichannel loyalists,4.445097688318983,-0.9833473663743324,0.6288145404419823
7411,1,Budget family browsers,-2.7695604727013547,-0.23071790771526982,0.31636276294032945
3107,3,Deal-oriented wine shoppers,0.38680309311275723,-0.2215984627561327,1.5223751839529207
7437,1,Budget family browsers,-2.250264486284186,-1.7528879798675285,0.13122627718581523
255,1,Budget family browsers,-2.9142322104138576,-0.24157102824182144,0.2050598295795104
3790,1,Budget family browsers,-3.2777382897326586,-0.6114338412607987,-0.19151583193950752
749,1,Budget family browsers,-1.9280908110511308,-0.8141877903825686,-0.6235555941369648
1503,1,Budget family browsers,-0.24102443725319594,-1.3678062815249086,2.852970946369277
8650,1,Budget family browsers,-2.016464584426442,-0.7323565711565724,0.8559055085624351
607,3,Deal-oriented wine shoppers,-0.4740804140880862,2.5382445811300394,-0.48703430196635794
1008,3,Deal-oriented wine shoppers,1.3930345514133717,0.7344782877769164,-0.13582317766882127
9396,1,Budget family browsers,-2.924734882481563,-1.1715402040679816,-0.7376854551724977
933,1,Budget family browsers,-2.924734882481563,-1.1715402040679816,-0.7376854551724977
5710,1,Budget family browsers,-1.6336899571291044,-0.019971747117591566,1.2205264129526334
2882,3,Deal-oriented wine shoppers,0.6318479954826015,1.0060493896579372,0.6007582655344929
2379,2,Affluent omnichannel loyalists,2.455161465458039,-0.4565222870500166,-1.3596079865876212
5342,1,Budget family browsers,-3.121692989558163,-1.0120689269137138,-1.1185446754241335
3262,2,Affluent omnichannel loyalists,3.5435088716312952,-0.7491334129176233,0.11249558926843296
5832,2,Affluent omnichannel loyalists,4.62432797790574,-2.2424855235480368,-0.050343280133301534
5025,1,Budget family browsers,-1.2122896853425162,-1.7403586581653214,-0.14850861648158065
569,2,Affluent omnichannel loyalists,4.953561629417627,-1.511683502116114,-0.8625646985065535
3102,1,Budget family browsers,-2.961309094622092,-1.2804059581631209,-0.8144801525204765
9449,3,Deal-oriented wine shoppers,1.0519804498192202,0.4330253377375524,1.918677844383212
8104,1,Budget family browsers,-0.9834953589672012,-0.3405076645479654,0.27911323457659337
75,3,Deal-oriented wine shoppers,0.48359908567420606,-0.5505805524102851,-1.8175375426152207
6421,2,Affluent omnichannel loyalists,5.722906952156452,-1.437810248428535,-1.0011164968380675
3037,3,Deal-oriented wine shoppers,0.501454674838546,-0.7443218076228211,-0.5594054589585068
4698,3,Deal-oriented wine shoppers,0.501454674838546,-0.7443218076228211,-0.5594054589585068
948,1,Budget family browsers,-2.6454828380151794,-1.1043694837364517,-0.8221615751640717
6177,1,Budget family browsers,-2.213684553929505,-0.3912451618132925,-1.0315374333684666
3517,1,Budget family browsers,-2.2780587100282523,0.7938666247682101,-0.6445190331523977
3491,2,Affluent omnichannel loyalists,3.4960106577951886,2.3663123938429824,-2.4677785950584106
7610,1,Budget family browsers,-1.119214437752464,1.060350302940333,-1.7285874709113906
4377,3,Deal-oriented wine shoppers,0.3413424228102582,1.5197471858385316,-0.7574038612635721
9850,1,Budget family browsers,-2.8973858569860416,-1.5339329038636407,-0.4921813354501588
5544,2,Affluent omnichannel loyalists,3.0112821772458704,0.9727979876989997,-0.3444364317344054
6497,3,Deal-oriented wine shoppers,-0.589266488522466,1.8975938693499799,-0.15177525107576256
4543,2,Affluent omnichannel loyalists,4.899106531324235,-1.2734390828666067,-1.6406273775006024
5117,2,Affluent omnichannel loyalists,1.5768547921922111,-1.243405770964067,-1.8814451793485774
1448,1,Budget family browsers,-2.3380729620500107,0.9551543027313288,1.1027327867112227
6887,3,Deal-oriented wine shoppers,0.21900897319384355,1.0950388136659182,0.12389044863636259
7500,3,Deal-oriented wine shoppers,0.21900897319384355,1.0950388136659182,0.12389044863636259
2724,1,Budget family browsers,-2.2938276514824185,-1.9904307279427071,0.26591983608069225
2256,1,Budget family browsers,-2.8387618782354975,-0.2351850027696051,0.28462438561827375
1100,1,Budget family browsers,-2.272130863247288,1.5136129576688255,0.8546334982432459
7725,2,Affluent omnichannel loyalists,1.8749383893046028,-1.347124643817385,0.41853597836002443
2612,2,Affluent omnichannel loyalists,4.189576749674005,-0.6933737398281553,-0.3883407823436115
113,1,Budget family browsers,-2.6263787687127835,-0.344162729778072,0.42371655087111604
2868,1,Budget family browsers,-2.9278066905951463,0.40997908870321786,-0.27490909966530225
4216,2,Affluent omnichannel loyalists,5.235389969648409,-0.6804834146268806,-1.484899448840939
199,1,Budget family browsers,-0.8695051269237908,-0.5247360582931312,0.23286646573718411
359,3,Deal-oriented wine shoppers,-0.3875411570624196,1.641132039496926,0.434572819870705
8842,1,Budget family browsers,-2.7487250681725124,0.31651591846316324,-0.12243492182207248
2154,1,Budget family browsers,-2.7487250681725124,0.31651591846316324,-0.12243492182207248
6050,3,Deal-oriented wine shoppers,1.4543732372901603,2.6576435854571843,0.278425717180471
9204,2,Affluent omnichannel loyalists,2.7853624837720012,0.4068277138151925,-1.320461579816352
4472,1,Budget family browsers,-1.9027704149612203,-1.8766397585765549,0.2830332256445793
6864,1,Budget family browsers,-2.1744741889422827,-1.0145276475980314,-0.016759475867950444
10617,1,Budget family browsers,-2.1744741889422827,-1.0145276475980314,-0.016759475867950444
3924,3,Deal-oriented wine shoppers,0.8538756384364051,2.7670590248138156,1.0518683545756373
5654,1,Budget family browsers,-2.941482545534923,-0.0874004035028705,-0.4859255145043868
9216,1,Budget family browsers,-2.554936426391068,-0.07414468488215543,0.2818067766562752
8086,1,Budget family browsers,-2.5835251580809024,0.09256378215266324,0.24715905595905902
9097,3,Deal-oriented wine shoppers,-0.5790510289271128,1.0121220624810032,0.9246818934679489
7631,2,Affluent omnichannel loyalists,1.9989293384466555,-0.35770126805821933,-0.723173915506723
7275,1,Budget family browsers,-2.2844025363898,0.31766039160744963,0.11495245323513692
8334,1,Budget family browsers,-2.2844025363898,0.31766039160744963,0.11495245323513692
1987,1,Budget family browsers,-2.5111757761576663,-1.0960141403827433,-0.8448634792635443
2281,1,Budget family browsers,-2.7341436126578698,-1.399812114793061,-0.5059763943826201
7034,1,Budget family browsers,-2.695253580200681,-0.8429177826705926,-1.0378489489009186
2797,3,Deal-oriented wine shoppers,2.4529618659963397,1.195149953309976,0.6834887995710937
3934,3,Deal-oriented wine shoppers,0.4842678825569766,1.3716777586139097,0.5963997077422944
2493,3,Deal-oriented wine shoppers,0.4842678825569766,1.3716777586139097,0.5963997077422944
3759,3,Deal-oriented wine shoppers,2.1474264667952934,2.9379647192520304,1.1628820831081859
965,3,Deal-oriented wine shoppers,0.839175178796775,1.2885815848805462,-0.3292238494196155
7378,3,Deal-oriented wine shoppers,-1.068377307765509,1.806625028772708,-1.6753030728370881
1859,2,Affluent omnichannel loyalists,3.433309895051839,-1.0715982987806034,-0.4976026699504396
6263,1,Budget family browsers,-2.5869986458750733,1.4060204648491312,0.4015934266251496
2072,3,Deal-oriented wine shoppers,-0.06310978932618126,2.6711526863838624,0.21279034497376895
8908,2,Affluent omnichannel loyalists,3.1591083700886595,-1.9923997336491301,0.7198338071178341
738,1,Budget family browsers,-1.8616253849236137,0.7874600170833952,-0.4780263553691178
10129,2,Affluent omnichannel loyalists,4.6900733989198224,-1.6804473505666577,-0.803252644964611
807,1,Budget family browsers,-1.8700271442380347,2.1512018132944464,-0.7662262337504352
3334,2,Affluent omnichannel loyalists,6.172001276750071,-1.7191173087166847,-0.9935076203735355
5423,1,Budget family browsers,-2.88435959438417,-1.4251509517735415,-0.4807911493177889
4426,3,Deal-oriented wine shoppers,-0.7381841325168352,2.623156166099281,-0.8072315097581017
10489,2,Affluent omnichannel loyalists,3.7572628968057553,-0.6975387627184687,0.935972613065979
2570,3,Deal-oriented wine shoppers,0.36997540626079595,2.753209043036825,0.2662879646685195
3834,2,Affluent omnichannel loyalists,2.945919836271255,0.5074365967151149,-1.0494941523778905
590,2,Affluent omnichannel loyalists,4.008300285740295,-1.4223119892465679,-1.0559973027305676
4791,1,Budget family browsers,-2.700107662025756,-0.2737912786066694,0.3217595643444921
5304,1,Budget family browsers,-2.672168396488716,-1.168551221118638,-0.38132443084716283
2426,2,Affluent omnichannel loyalists,3.6192415684589823,-0.8665866594295094,0.05327783138212736
35,1,Budget family browsers,-1.8471763736024862,-0.5845603914638133,-1.2734953343318085
8041,3,Deal-oriented wine shoppers,1.390534013624154,1.696609126799956,-1.5942529731055033
3584,3,Deal-oriented wine shoppers,1.2568753951437721,0.5034153613878406,0.03919426777237183
7718,2,Affluent omnichannel loyalists,1.141430493469078,-2.0945978176421924,0.5789730511927459
8605,1,Budget family browsers,-2.3787634383030793,-0.01720302485765814,0.46225765808895186
1646,1,Budget family browsers,-2.1695806317353257,-1.5719758437426665,-0.15461302738587096
9206,2,Affluent omnichannel loyalists,3.9278869198431035,0.3828383771382674,0.2235838022444239
10757,1,Budget family browsers,-2.7780251769644595,-1.5504501298467706,-0.3174669452417979
6885,1,Budget family browsers,-2.6004393536903416,-1.1934388267372131,-0.43318846462976024
907,3,Deal-oriented wine shoppers,-0.7292646082857397,1.5982548458688381,0.6795577742335714
1150,2,Affluent omnichannel loyalists,4.6862267421767445,-1.4356531619967783,-1.3527016458595775
3867,2,Affluent omnichannel loyalists,3.1353544280911576,0.8731965618984053,0.17985398410909148
3859,2,Affluent omnichannel loyalists,3.1353544280911576,0.8731965618984053,0.17985398410909148
3265,1,Budget family browsers,-1.9918364610123973,-1.4402125621818387,0.38036408923965864
4418,2,Affluent omnichannel loyalists,4.5155440737958195,-0.9890381423368078,-0.009984732674551395
4611,2,Affluent omnichannel loyalists,6.287999242834596,-0.015355211835500763,-1.4903390527119103
4530,2,Affluent omnichannel loyalists,4.0359695250611995,-0.2750336178312028,-0.39444811603921376
7736,1,Budget family browsers,-2.414623076338949,-1.1704961138150487,-0.6231488139612857
9949,3,Deal-oriented wine shoppers,0.10659844587586158,2.0105001891538072,1.0326985382712484
942,1,Budget family browsers,-1.653012721815619,0.41217071404310385,-1.6484743701200675
6181,2,Affluent omnichannel loyalists,2.3145751579160545,-0.026717445712073688,-0.5248197252750353
7660,1,Budget family browsers,-2.445979921871579,-0.3525485358155487,0.40927610305347123
2055,1,Budget family browsers,-2.445979921871579,-0.3525485358155487,0.40927610305347123
5107,1,Budget family browsers,-2.445979921871579,-0.3525485358155487,0.40927610305347123
1626,1,Budget family browsers,-2.445979921871579,-0.3525485358155487,0.40927610305347123
6428,2,Affluent omnichannel loyalists,2.527180819651336,-1.8608171555460393,1.2614454478720623
9617,1,Budget family browsers,-2.029354638135808,-1.83933170435981,0.6054370079320487
4339,3,Deal-oriented wine shoppers,1.6182154599984087,1.8329519293905547,1.6361277743998577
7235,1,Budget family browsers,-2.516849540711333,-0.8485103181998174,-0.6942801760173528
8527,3,Deal-oriented wine shoppers,-0.9358929613635817,1.8157148324454682,-0.1285064381928646
1968,1,Budget family browsers,-2.543339651087433,-1.3971391649383789,-0.3366684310568882
9862,1,Budget family browsers,-2.6134583224463888,-1.0989241540879275,-0.6796704778214712
11075,1,Budget family browsers,-1.2630447918170489,0.6777404703921623,0.5408442642561203
6658,3,Deal-oriented wine shoppers,2.1742490113225155,3.886837735603058,-0.9598151540049241
4552,1,Budget family browsers,0.34649730392633676,-1.2024165175323431,-0.26030123130477706
10377,3,Deal-oriented wine shoppers,-0.45820686637138136,1.1899813092418252,0.1311902190252389
5336,1,Budget family browsers,-0.173566520346004,-2.1720362657738543,2.018743051804902
10350,1,Budget family browsers,-2.6410267414945476,-0.7255281225057443,0.44570174414556796
11071,2,Affluent omnichannel loyalists,4.82660978950956,-1.9000577131362764,-1.2682144250718241
11100,1,Budget family browsers,-2.4127321612265096,0.09392429483002195,0.3806332254047056
6516,1,Budget family browsers,-3.003287092317213,-1.4564018283688225,-0.6590110173313617
1734,1,Budget family browsers,-2.927903509419782,0.8440520096090529,-0.7290259850707089
2131,3,Deal-oriented wine shoppers,1.5142413693206378,2.178023837297684,0.2488686450003751
6439,3,Deal-oriented wine shoppers,1.5015219006796916,4.039649309641492,-0.6120288927963188
10591,1,Budget family browsers,-1.2745238094921134,0.4050593037362386,0.5472157563080479
9797,3,Deal-oriented wine shoppers,0.36252702333977804,0.12352838873640745,1.5686581568076718
9336,3,Deal-oriented wine shoppers,0.4034308404496936,1.4866884998227512,1.4550583421315644
2174,1,Budget family browsers,-2.357611224024798,-0.3679203856598188,0.628459479734489
3197,2,Affluent omnichannel loyalists,2.0944990557101266,0.4327326646717028,0.09374138059174594
9185,2,Affluent omnichannel loyalists,1.3509948104772378,-0.7048417953678257,0.7418223506156021
905,1,Budget family browsers,-2.5191442619711903,0.04904314580279665,-1.5927502504249214
10858,3,Deal-oriented wine shoppers,1.8820870492027741,1.3765122875378084,-1.1264156582078995
8925,2,Affluent omnichannel loyalists,3.18457768887394,1.2982406250434706,-0.9168431091935216
2499,2,Affluent omnichannel loyalists,1.8763536464562482,-0.06869564662707471,0.3324929459628243
1109,1,Budget family browsers,-2.917956526887715,-1.4224510290290473,-0.4404882015062253
326,1,Budget family browsers,-1.354754237612315,1.2722437715186607,0.0743653299614889
10967,1,Budget family browsers,-2.4896617049811884,0.36882576527439814,-0.074711104995671
5370,1,Budget family browsers,-1.5046637112951486,0.8365556617827656,-1.282884682252227
2098,1,Budget family browsers,-3.4211165003428303,-1.3214898083129,-1.1646813770516018
1773,1,Budget family browsers,-2.4953436058498397,-1.0153490505682568,-0.5186249541494901
5036,1,Budget family browsers,-0.921654466228372,-0.2834244906649,-0.8770967434607441
4856,2,Affluent omnichannel loyalists,5.217437561246015,-1.2560770217483337,-1.10098284796196
8722,2,Affluent omnichannel loyalists,5.217437561246015,-1.2560770217483337,-1.10098284796196
2156,1,Budget family browsers,-2.6539885373698793,0.4476644303651872,0.10207247575692907
2569,1,Budget family browsers,-2.4324525670200803,-1.2948051681031385,-0.2008654438180404
10151,2,Affluent omnichannel loyalists,2.7801432367869876,1.0130480929664407,0.7464436940499244
10473,3,Deal-oriented wine shoppers,0.7472478969566816,0.7698332280777583,1.0437787969888497
7079,3,Deal-oriented wine shoppers,2.0959184098728416,3.0766142250231163,0.3672341052838373
6875,3,Deal-oriented wine shoppers,-0.049921190082587365,0.04303861355571507,-1.2270513921859123
6728,1,Budget family browsers,-2.9449425238099347,-0.8453815849278491,-0.9135080156312801
2471,2,Affluent omnichannel loyalists,0.6735643609749605,-1.5969303722114652,0.23146729145810677
49,1,Budget family browsers,-2.834299451553401,-1.4323446266032342,-0.5944198079296269
4973,1,Budget family browsers,-2.834299451553401,-1.4323446266032342,-0.5944198079296269
6387,1,Budget family browsers,-2.0484787111775287,0.20489243629672085,0.5013964021002526
5866,1,Budget family browsers,-1.66272420953992,-0.156119410421341,-0.8672448131952541
8523,1,Budget family browsers,-2.749174221492184,-0.2451449147936993,-1.2048565447582307
7901,1,Budget family browsers,-2.0330464472429393,-0.8738907454869295,1.5180843612055683
