date,store_nbr,family,sales,onpromotion
2015-06-25,1,"LIQUOR,WINE,BEER",91.0,0
2015-06-26,1,"LIQUOR,WINE,BEER",166.0,0
2015-06-27,1,"LIQUOR,WINE,BEER",202.0,0
2015-06-28,1,"LIQUOR,WINE,BEER",0.0,0
2015-06-29,1,"LIQUOR,WINE,BEER",88.0,0
2015-06-30,1,"LIQUOR,WINE,BEER",126.0,0
2015-07-01,1,"LIQUOR,WINE,BEER",129.0,0
2015-07-02,1,"LIQUOR,WINE,BEER",162.0,0
2015-07-03,1,"LIQUOR,WINE,BEER",234.0,0
2015-07-04,1,"LIQUOR,WINE,BEER",213.0,0
2015-07-05,1,"LIQUOR,WINE,BEER",0.0,0
2015-07-06,1,"LIQUOR,WINE,BEER",84.0,0
2015-07-07,1,"LIQUOR,WINE,BEER",0.0,0
2015-07-08,1,"LIQUOR,WINE,BEER",88.0,0
2015-07-09,1,"LIQUOR,WINE,BEER",104.0,0
2015-07-10,1,"LIQUOR,WINE,BEER",153.0,0
2015-07-11,1,"LIQUOR,WINE,BEER",185.0,0
2015-07-12,1,"LIQUOR,WINE,BEER",0.0,0
2015-07-13,1,"LIQUOR,WINE,BEER",89.0,0
2015-07-14,1,"LIQUOR,WINE,BEER",100.0,0
2015-07-15,1,"LIQUOR,WINE,BEER",132.0,0
2015-07-16,1,"LIQUOR,WINE,BEER",144.0,0
2015-07-17,1,"LIQUOR,WINE,BEER",184.0,2
2015-07-18,1,"LIQUOR,WINE,BEER",142.0,0
2015-07-19,1,"LIQUOR,WINE,BEER",0.0,0
2015-07-20,1,"LIQUOR,WINE,BEER",94.0,0
2015-07-21,1,"LIQUOR,WINE,BEER",112.0,0
2015-07-22,1,"LIQUOR,WINE,BEER",101.0,0
2015-07-23,1,"LIQUOR,WINE,BEER",78.0,0
2015-07-24,1,"LIQUOR,WINE,BEER",178.0,3
2015-07-25,1,"LIQUOR,WINE,BEER",191.0,0
2015-07-26,1,"LIQUOR,WINE,BEER",0.0,0
2015-07-27,1,"LIQUOR,WINE,BEER",73.0,0
2015-07-28,1,"LIQUOR,WINE,BEER",108.0,0
2015-07-29,1,"LIQUOR,WINE,BEER",94.0,0
2015-07-30,1,"LIQUOR,WINE,BEER",76.0,0
2015-07-31,1,"LIQUOR,WINE,BEER",192.0,3
2015-08-01,1,"LIQUOR,WINE,BEER",172.0,0
2015-08-02,1,"LIQUOR,WINE,BEER",0.0,0
2015-08-03,1,"LIQUOR,WINE,BEER",83.0,0
2015-08-04,1,"LIQUOR,WINE,BEER",130.0,0
2015-08-05,1,"LIQUOR,WINE,BEER",133.0,0
2015-08-06,1,"LIQUOR,WINE,BEER",128.0,0
2015-08-07,1,"LIQUOR,WINE,BEER",148.0,3
2015-08-08,1,"LIQUOR,WINE,BEER",147.0,0
2015-08-09,1,"LIQUOR,WINE,BEER",0.0,0
2015-08-10,1,"LIQUOR,WINE,BEER",41.0,0
2015-08-11,1,"LIQUOR,WINE,BEER",74.0,0
2015-08-12,1,"LIQUOR,WINE,BEER",87.0,0
2015-08-13,1,"LIQUOR,WINE,BEER",109.0,0
2015-08-14,1,"LIQUOR,WINE,BEER",124.0,3
2015-08-15,1,"LIQUOR,WINE,BEER",160.0,0
2015-08-16,1,"LIQUOR,WINE,BEER",0.0,0
2015-08-17,1,"LIQUOR,WINE,BEER",92.0,0
2015-08-18,1,"LIQUOR,WINE,BEER",89.0,0
2015-08-19,1,"LIQUOR,WINE,BEER",109.0,0
2015-08-20,1,"LIQUOR,WINE,BEER",125.0,0
2015-08-21,1,"LIQUOR,WINE,BEER",186.0,3
2015-08-22,1,"LIQUOR,WINE,BEER",158.0,0
2015-08-23,1,"LIQUOR,WINE,BEER",0.0,0
2015-08-24,1,"LIQUOR,WINE,BEER",81.0,0
2015-08-25,1,"LIQUOR,WINE,BEER",84.0,0
2015-08-26,1,"LIQUOR,WINE,BEER",93.0,0
2015-08-27,1,"LIQUOR,WINE,BEER",93.0,0
2015-08-28,1,"LIQUOR,WINE,BEER",159.0,3
2015-08-29,1,"LIQUOR,WINE,BEER",144.0,0
2015-08-30,1,"LIQUOR,WINE,BEER",0.0,0
2015-08-31,1,"LIQUOR,WINE,BEER",83.0,0
2015-09-01,1,"LIQUOR,WINE,BEER",62.0,0
2015-09-02,1,"LIQUOR,WINE,BEER",112.0,0
2015-09-03,1,"LIQUOR,WINE,BEER",155.0,0
2015-09-04,1,"LIQUOR,WINE,BEER",217.0,3
2015-09-05,1,"LIQUOR,WINE,BEER",182.0,0
2015-09-06,1,"LIQUOR,WINE,BEER",0.0,0
2015-09-07,1,"LIQUOR,WINE,BEER",76.0,0
2015-09-08,1,"LIQUOR,WINE,BEER",86.0,0
2015-09-09,1,"LIQUOR,WINE,BEER",87.0,0
2015-09-10,1,"LIQUOR,WINE,BEER",86.0,0
2015-09-11,1,"LIQUOR,WINE,BEER",216.0,3
2015-09-12,1,"LIQUOR,WINE,BEER",157.0,0
2015-09-13,1,"LIQUOR,WINE,BEER",0.0,0
2015-09-14,1,"LIQUOR,WINE,BEER",81.0,1
2015-09-15,1,"LIQUOR,WINE,BEER",85.0,0
2015-09-16,1,"LIQUOR,WINE,BEER",115.0,1
2015-09-17,1,"LIQUOR,WINE,BEER",74.0,1
2015-09-18,1,"LIQUOR,WINE,BEER",142.0,4
2015-09-19,1,"LIQUOR,WINE,BEER",184.0,1
2015-09-20,1,"LIQUOR,WINE,BEER",0.0,0
2015-09-21,1,"LIQUOR,WINE,BEER",78.0,1
2015-09-22,1,"LIQUOR,WINE,BEER",86.0,1
2015-09-23,1,"LIQUOR,WINE,BEER",85.0,0
2015-09-24,1,"LIQUOR,WINE,BEER",110.0,1
2015-09-25,1,"LIQUOR,WINE,BEER",195.0,2
2015-09-26,1,"LIQUOR,WINE,BEER",170.0,1
2015-09-27,1,"LIQUOR,WINE,BEER",0.0,0
2015-09-28,1,"LIQUOR,WINE,BEER",49.0,0
2015-09-29,1,"LIQUOR,WINE,BEER",88.0,0
2015-09-30,1,"LIQUOR,WINE,BEER",118.0,0
2015-10-01,1,"LIQUOR,WINE,BEER",75.0,0
2015-10-02,1,"LIQUOR,WINE,BEER",182.0,3
2015-10-03,1,"LIQUOR,WINE,BEER",213.0,0
2015-10-04,1,"LIQUOR,WINE,BEER",0.0,0
2015-10-05,1,"LIQUOR,WINE,BEER",155.0,0
2015-10-06,1,"LIQUOR,WINE,BEER",87.0,0
2015-10-07,1,"LIQUOR,WINE,BEER",119.0,0
2015-10-08,1,"LIQUOR,WINE,BEER",198.0,0
2015-10-09,1,"LIQUOR,WINE,BEER",47.0,3
2015-10-10,1,"LIQUOR,WINE,BEER",144.0,0
2015-10-11,1,"LIQUOR,WINE,BEER",0.0,0
2015-10-12,1,"LIQUOR,WINE,BEER",112.0,0
2015-10-13,1,"LIQUOR,WINE,BEER",116.0,0
2015-10-14,1,"LIQUOR,WINE,BEER",160.0,0
2015-10-15,1,"LIQUOR,WINE,BEER",65.0,0
2015-10-16,1,"LIQUOR,WINE,BEER",142.0,3
2015-10-17,1,"LIQUOR,WINE,BEER",172.0,0
2015-10-18,1,"LIQUOR,WINE,BEER",0.0,0
2015-10-19,1,"LIQUOR,WINE,BEER",67.0,0
2015-10-20,1,"LIQUOR,WINE,BEER",130.0,0
2015-10-21,1,"LIQUOR,WINE,BEER",82.0,0
2015-10-22,1,"LIQUOR,WINE,BEER",77.0,0
2015-10-23,1,"LIQUOR,WINE,BEER",187.0,3
2015-10-24,1,"LIQUOR,WINE,BEER",162.0,0
2015-10-25,1,"LIQUOR,WINE,BEER",0.0,0
2015-10-26,1,"LIQUOR,WINE,BEER",68.0,0
2015-10-27,1,"LIQUOR,WINE,BEER",82.0,0
2015-10-28,1,"LIQUOR,WINE,BEER",92.0,0
2015-10-29,1,"LIQUOR,WINE,BEER",120.0,0
2015-10-30,1,"LIQUOR,WINE,BEER",216.0,3
2015-10-31,1,"LIQUOR,WINE,BEER",156.0,0
2015-11-01,1,"LIQUOR,WINE,BEER",17.0,0
2015-11-02,1,"LIQUOR,WINE,BEER",40.0,0
2015-11-03,1,"LIQUOR,WINE,BEER",0.0,0
2015-11-04,1,"LIQUOR,WINE,BEER",85.0,0
2015-11-05,1,"LIQUOR,WINE,BEER",76.0,0
2015-11-06,1,"LIQUOR,WINE,BEER",152.0,3
2015-11-07,1,"LIQUOR,WINE,BEER",165.0,0
2015-11-08,1,"LIQUOR,WINE,BEER",0.0,0
2015-11-09,1,"LIQUOR,WINE,BEER",90.0,0
2015-11-10,1,"LIQUOR,WINE,BEER",80.0,0
2015-11-11,1,"LIQUOR,WINE,BEER",128.0,0
2015-11-12,1,"LIQUOR,WINE,BEER",249.0,0
2015-11-13,1,"LIQUOR,WINE,BEER",238.0,3
2015-11-14,1,"LIQUOR,WINE,BEER",174.0,0
2015-11-15,1,"LIQUOR,WINE,BEER",0.0,0
2015-11-16,1,"LIQUOR,WINE,BEER",94.0,0
2015-11-17,1,"LIQUOR,WINE,BEER",179.0,0
2015-11-18,1,"LIQUOR,WINE,BEER",81.0,0
2015-11-19,1,"LIQUOR,WINE,BEER",99.0,0
2015-11-20,1,"LIQUOR,WINE,BEER",179.0,3
2015-11-21,1,"LIQUOR,WINE,BEER",167.0,0
2015-11-22,1,"LIQUOR,WINE,BEER",0.0,0
2015-11-23,1,"LIQUOR,WINE,BEER",60.0,0
2015-11-24,1,"LIQUOR,WINE,BEER",114.0,0
2015-11-25,1,"LIQUOR,WINE,BEER",145.0,0
2015-11-26,1,"LIQUOR,WINE,BEER",104.0,0
2015-11-27,1,"LIQUOR,WINE,BEER",250.0,3
2015-11-28,1,"LIQUOR,WINE,BEER",139.0,0
2015-11-29,1,"LIQUOR,WINE,BEER",0.0,0
2015-11-30,1,"LIQUOR,WINE,BEER",119.0,0
2015-12-01,1,"LIQUOR,WINE,BEER",134.0,0
2015-12-02,1,"LIQUOR,WINE,BEER",113.0,0
2015-12-03,1,"LIQUOR,WINE,BEER",232.0,0
2015-12-04,1,"LIQUOR,WINE,BEER",500.0,0
2015-12-05,1,"LIQUOR,WINE,BEER",238.0,0
2015-12-06,1,"LIQUOR,WINE,BEER",0.0,0
2015-12-07,1,"LIQUOR,WINE,BEER",97.0,0
2015-12-08,1,"LIQUOR,WINE,BEER",98.0,0
2015-12-09,1,"LIQUOR,WINE,BEER",185.0,0
2015-12-10,1,"LIQUOR,WINE,BEER",130.0,0
2015-12-11,1,"LIQUOR,WINE,BEER",201.0,0
2015-12-12,1,"LIQUOR,WINE,BEER",206.0,0
2015-12-13,1,"LIQUOR,WINE,BEER",0.0,0
2015-12-14,1,"LIQUOR,WINE,BEER",68.0,0
2015-12-15,1,"LIQUOR,WINE,BEER",129.0,0
2015-12-16,1,"LIQUOR,WINE,BEER",224.0,0
2015-12-17,1,"LIQUOR,WINE,BEER",146.0,0
2015-12-18,1,"LIQUOR,WINE,BEER",270.0,0
2015-12-19,1,"LIQUOR,WINE,BEER",286.0,0
2015-12-20,1,"LIQUOR,WINE,BEER",0.0,0
2015-12-21,1,"LIQUOR,WINE,BEER",238.0,0
2015-12-22,1,"LIQUOR,WINE,BEER",292.0,0
2015-12-23,1,"LIQUOR,WINE,BEER",330.0,0
2015-12-24,1,"LIQUOR,WINE,BEER",385.0,0
2015-12-26,1,"LIQUOR,WINE,BEER",146.0,0
2015-12-27,1,"LIQUOR,WINE,BEER",0.0,0
2015-12-28,1,"LIQUOR,WINE,BEER",128.0,0
2015-12-29,1,"LIQUOR,WINE,BEER",210.0,0
2015-12-30,1,"LIQUOR,WINE,BEER",337.0,0
2015-12-31,1,"LIQUOR,WINE,BEER",432.0,0
2016-01-01,1,"LIQUOR,WINE,BEER",0.0,0
2016-01-02,1,"LIQUOR,WINE,BEER",89.0,0
2016-01-03,1,"LIQUOR,WINE,BEER",0.0,0
2016-01-04,1,"LIQUOR,WINE,BEER",109.0,0
2016-01-05,1,"LIQUOR,WINE,BEER",115.0,0
2016-01-06,1,"LIQUOR,WINE,BEER",79.0,0
2016-01-07,1,"LIQUOR,WINE,BEER",141.0,0
2016-01-08,1,"LIQUOR,WINE,BEER",172.0,0
2016-01-09,1,"LIQUOR,WINE,BEER",147.0,0
2016-01-10,1,"LIQUOR,WINE,BEER",0.0,0
2016-01-11,1,"LIQUOR,WINE,BEER",125.0,0
2016-01-12,1,"LIQUOR,WINE,BEER",100.0,0
2016-01-13,1,"LIQUOR,WINE,BEER",111.0,0
2016-01-14,1,"LIQUOR,WINE,BEER",91.0,0
2016-01-15,1,"LIQUOR,WINE,BEER",191.0,0
2016-01-16,1,"LIQUOR,WINE,BEER",151.0,0
2016-01-17,1,"LIQUOR,WINE,BEER",0.0,0
2016-01-18,1,"LIQUOR,WINE,BEER",97.0,0
2016-01-19,1,"LIQUOR,WINE,BEER",74.0,0
2016-01-20,1,"LIQUOR,WINE,BEER",120.0,0
2016-01-21,1,"LIQUOR,WINE,BEER",109.0,0
2016-01-22,1,"LIQUOR,WINE,BEER",177.0,0
2016-01-23,1,"LIQUOR,WINE,BEER",231.0,0
2016-01-24,1,"LIQUOR,WINE,BEER",0.0,0
2016-01-25,1,"LIQUOR,WINE,BEER",76.0,0
2016-01-26,1,"LIQUOR,WINE,BEER",87.0,0
2016-01-27,1,"LIQUOR,WINE,BEER",88.0,0
2016-01-28,1,"LIQUOR,WINE,BEER",78.0,0
2016-01-29,1,"LIQUOR,WINE,BEER",136.0,1
2016-01-30,1,"LIQUOR,WINE,BEER",211.0,1
2016-01-31,1,"LIQUOR,WINE,BEER",0.0,0
2016-02-01,1,"LIQUOR,WINE,BEER",56.0,0
2016-02-02,1,"LIQUOR,WINE,BEER",86.0,0
2016-02-03,1,"LIQUOR,WINE,BEER",96.0,1
2016-02-04,1,"LIQUOR,WINE,BEER",139.0,0
2016-02-05,1,"LIQUOR,WINE,BEER",216.0,0
2016-02-06,1,"LIQUOR,WINE,BEER",201.0,1
2016-02-07,1,"LIQUOR,WINE,BEER",37.0,0
2016-02-08,1,"LIQUOR,WINE,BEER",53.0,0
2016-02-09,1,"LIQUOR,WINE,BEER",0.0,0
2016-02-10,1,"LIQUOR,WINE,BEER",115.0,0
2016-02-11,1,"LIQUOR,WINE,BEER",105.0,0
2016-02-12,1,"LIQUOR,WINE,BEER",174.0,0
2016-02-13,1,"LIQUOR,WINE,BEER",199.0,0
2016-02-14,1,"LIQUOR,WINE,BEER",0.0,0
2016-02-15,1,"LIQUOR,WINE,BEER",77.0,0
2016-02-16,1,"LIQUOR,WINE,BEER",103.0,0
2016-02-17,1,"LIQUOR,WINE,BEER",113.0,0
2016-02-18,1,"LIQUOR,WINE,BEER",97.0,0
2016-02-19,1,"LIQUOR,WINE,BEER",138.0,0
2016-02-20,1,"LIQUOR,WINE,BEER",180.0,0
2016-02-21,1,"LIQUOR,WINE,BEER",0.0,0
2016-02-22,1,"LIQUOR,WINE,BEER",57.0,0
2016-02-23,1,"LIQUOR,WINE,BEER",108.0,0
2016-02-24,1,"LIQUOR,WINE,BEER",75.0,0
2016-02-25,1,"LIQUOR,WINE,BEER",98.0,0
2016-02-26,1,"LIQUOR,WINE,BEER",195.0,0
2016-02-27,1,"LIQUOR,WINE,BEER",171.0,0
2016-02-28,1,"LIQUOR,WINE,BEER",0.0,0
2016-02-29,1,"LIQUOR,WINE,BEER",68.0,0
2016-03-01,1,"LIQUOR,WINE,BEER",79.0,1
2016-03-02,1,"LIQUOR,WINE,BEER",113.0,0
2016-03-03,1,"LIQUOR,WINE,BEER",132.0,0
2016-03-04,1,"LIQUOR,WINE,BEER",173.0,0
2016-03-05,1,"LIQUOR,WINE,BEER",195.0,0
2016-03-06,1,"LIQUOR,WINE,BEER",0.0,0
2016-03-07,1,"LIQUOR,WINE,BEER",65.0,0
2016-03-08,1,"LIQUOR,WINE,BEER",87.0,0
2016-03-09,1,"LIQUOR,WINE,BEER",109.0,0
2016-03-10,1,"LIQUOR,WINE,BEER",92.0,0
2016-03-11,1,"LIQUOR,WINE,BEER",138.0,1
2016-03-12,1,"LIQUOR,WINE,BEER",178.0,0
2016-03-13,1,"LIQUOR,WINE,BEER",0.0,0
2016-03-14,1,"LIQUOR,WINE,BEER",105.0,1
2016-03-15,1,"LIQUOR,WINE,BEER",71.0,0
2016-03-16,1,"LIQUOR,WINE,BEER",89.0,1
2016-03-17,1,"LIQUOR,WINE,BEER",116.0,1
2016-03-18,1,"LIQUOR,WINE,BEER",168.0,0
2016-03-19,1,"LIQUOR,WINE,BEER",182.0,0
2016-03-20,1,"LIQUOR,WINE,BEER",0.0,0
2016-03-21,1,"LIQUOR,WINE,BEER",71.0,0
2016-03-22,1,"LIQUOR,WINE,BEER",120.0,0
2016-03-23,1,"LIQUOR,WINE,BEER",118.0,0
2016-03-24,1,"LIQUOR,WINE,BEER",313.0,0
2016-03-25,1,"LIQUOR,WINE,BEER",65.0,0
2016-03-26,1,"LIQUOR,WINE,BEER",129.0,0
2016-03-27,1,"LIQUOR,WINE,BEER",0.0,0
2016-03-28,1,"LIQUOR,WINE,BEER",52.0,0
2016-03-29,1,"LIQUOR,WINE,BEER",136.0,0
2016-03-30,1,"LIQUOR,WINE,BEER",77.0,0
2016-03-31,1,"LIQUOR,WINE,BEER",80.0,0
2016-04-01,1,"LIQUOR,WINE,BEER",171.0,0
2016-04-02,1,"LIQUOR,WINE,BEER",212.0,0
2016-04-03,1,"LIQUOR,WINE,BEER",0.0,0
2016-04-04,1,"LIQUOR,WINE,BEER",56.0,0
2016-04-05,1,"LIQUOR,WINE,BEER",95.0,0
2016-04-06,1,"LIQUOR,WINE,BEER",93.0,0
2016-04-07,1,"LIQUOR,WINE,BEER",98.0,0
2016-04-08,1,"LIQUOR,WINE,BEER",163.0,0
2016-04-09,1,"LIQUOR,WINE,BEER",154.0,0
2016-04-10,1,"LIQUOR,WINE,BEER",0.0,0
2016-04-11,1,"LIQUOR,WINE,BEER",50.0,0
2016-04-12,1,"LIQUOR,WINE,BEER",56.0,0
2016-04-13,1,"LIQUOR,WINE,BEER",68.0,0
2016-04-14,1,"LIQUOR,WINE,BEER",116.0,0
2016-04-15,1,"LIQUOR,WINE,BEER",170.0,0
2016-04-16,1,"LIQUOR,WINE,BEER",192.0,0
2016-04-17,1,"LIQUOR,WINE,BEER",0.0,0
2016-04-18,1,"LIQUOR,WINE,BEER",80.0,0
2016-04-19,1,"LIQUOR,WINE,BEER",61.0,0
2016-04-20,1,"LIQUOR,WINE,BEER",130.0,0
2016-04-21,1,"LIQUOR,WINE,BEER",97.0,0
2016-04-22,1,"LIQUOR,WINE,BEER",217.0,0
2016-04-23,1,"LIQUOR,WINE,BEER",142.0,0
2016-04-24,1,"LIQUOR,WINE,BEER",0.0,0
2016-04-25,1,"LIQUOR,WINE,BEER",80.0,0
2016-04-26,1,"LIQUOR,WINE,BEER",91.0,0
2016-04-27,1,"LIQUOR,WINE,BEER",107.0,0
2016-04-28,1,"LIQUOR,WINE,BEER",96.0,1
2016-04-29,1,"LIQUOR,WINE,BEER",178.0,1
2016-04-30,1,"LIQUOR,WINE,BEER",202.0,1
2016-05-01,1,"LIQUOR,WINE,BEER",0.0,0
2016-05-02,1,"LIQUOR,WINE,BEER",89.0,0
2016-05-03,1,"LIQUOR,WINE,BEER",86.0,0
2016-05-04,1,"LIQUOR,WINE,BEER",130.0,0
2016-05-05,1,"LIQUOR,WINE,BEER",121.0,0
2016-05-06,1,"LIQUOR,WINE,BEER",201.0,0
2016-05-07,1,"LIQUOR,WINE,BEER",192.0,0
2016-05-08,1,"LIQUOR,WINE,BEER",0.0,0
2016-05-09,1,"LIQUOR,WINE,BEER",74.0,0
2016-05-10,1,"LIQUOR,WINE,BEER",92.0,0
2016-05-11,1,"LIQUOR,WINE,BEER",105.0,0
2016-05-12,1,"LIQUOR,WINE,BEER",105.0,0
2016-05-13,1,"LIQUOR,WINE,BEER",146.0,0
2016-05-14,1,"LIQUOR,WINE,BEER",136.0,0
2016-05-15,1,"LIQUOR,WINE,BEER",43.0,0
2016-05-16,1,"LIQUOR,WINE,BEER",80.0,0
2016-05-17,1,"LIQUOR,WINE,BEER",93.0,0
2016-05-18,1,"LIQUOR,WINE,BEER",96.0,0
2016-05-19,1,"LIQUOR,WINE,BEER",138.0,0
2016-05-20,1,"LIQUOR,WINE,BEER",326.0,0
2016-05-21,1,"LIQUOR,WINE,BEER",118.0,0
2016-05-22,1,"LIQUOR,WINE,BEER",20.0,0
2016-05-23,1,"LIQUOR,WINE,BEER",36.0,0
2016-05-24,1,"LIQUOR,WINE,BEER",47.0,0
2016-05-25,1,"LIQUOR,WINE,BEER",63.0,1
2016-05-26,1,"LIQUOR,WINE,BEER",120.0,1
2016-05-27,1,"LIQUOR,WINE,BEER",52.0,1
2016-05-28,1,"LIQUOR,WINE,BEER",76.0,1
2016-05-29,1,"LIQUOR,WINE,BEER",5.0,1
2016-05-30,1,"LIQUOR,WINE,BEER",36.0,1
2016-05-31,1,"LIQUOR,WINE,BEER",66.0,1
2016-06-01,1,"LIQUOR,WINE,BEER",71.0,1
2016-06-02,1,"LIQUOR,WINE,BEER",53.0,1
2016-06-03,1,"LIQUOR,WINE,BEER",141.0,1
2016-06-04,1,"LIQUOR,WINE,BEER",112.0,1
2016-06-05,1,"LIQUOR,WINE,BEER",13.0,1
2016-06-06,1,"LIQUOR,WINE,BEER",48.0,1
2016-06-07,1,"LIQUOR,WINE,BEER",55.0,1
2016-06-08,1,"LIQUOR,WINE,BEER",72.0,1
2016-06-09,1,"LIQUOR,WINE,BEER",58.0,1
2016-06-10,1,"LIQUOR,WINE,BEER",90.0,1
2016-06-11,1,"LIQUOR,WINE,BEER",87.0,1
2016-06-12,1,"LIQUOR,WINE,BEER",22.0,1
2016-06-13,1,"LIQUOR,WINE,BEER",44.0,1
2016-06-14,1,"LIQUOR,WINE,BEER",96.0,1
2016-06-15,1,"LIQUOR,WINE,BEER",111.0,1
2016-06-16,1,"LIQUOR,WINE,BEER",184.0,1
2016-06-17,1,"LIQUOR,WINE,BEER",190.0,1
2016-06-18,1,"LIQUOR,WINE,BEER",249.0,1
2016-06-19,1,"LIQUOR,WINE,BEER",63.0,1
2016-06-20,1,"LIQUOR,WINE,BEER",85.0,0
2016-06-21,1,"LIQUOR,WINE,BEER",78.0,0
2016-06-22,1,"LIQUOR,WINE,BEER",98.0,0
2016-06-23,1,"LIQUOR,WINE,BEER",87.0,0
2016-06-24,1,"LIQUOR,WINE,BEER",173.0,0
2016-06-25,1,"LIQUOR,WINE,BEER",158.0,0
2016-06-26,1,"LIQUOR,WINE,BEER",32.0,0
2016-06-27,1,"LIQUOR,WINE,BEER",80.0,0
2016-06-28,1,"LIQUOR,WINE,BEER",97.0,0
2016-06-29,1,"LIQUOR,WINE,BEER",90.0,0
2016-06-30,1,"LIQUOR,WINE,BEER",80.0,0
2016-07-01,1,"LIQUOR,WINE,BEER",186.0,0
2016-07-02,1,"LIQUOR,WINE,BEER",164.0,0
2016-07-03,1,"LIQUOR,WINE,BEER",42.0,0
2016-07-04,1,"LIQUOR,WINE,BEER",65.0,0
2016-07-05,1,"LIQUOR,WINE,BEER",86.0,0
2016-07-06,1,"LIQUOR,WINE,BEER",89.0,0
2016-07-07,1,"LIQUOR,WINE,BEER",128.0,0
2016-07-08,1,"LIQUOR,WINE,BEER",239.0,0
2016-07-09,1,"LIQUOR,WINE,BEER",174.0,0
2016-07-10,1,"LIQUOR,WINE,BEER",56.0,0
2016-07-11,1,"LIQUOR,WINE,BEER",44.0,0
2016-07-12,1,"LIQUOR,WINE,BEER",88.0,0
2016-07-13,1,"LIQUOR,WINE,BEER",88.0,0
2016-07-14,1,"LIQUOR,WINE,BEER",126.0,0
2016-07-15,1,"LIQUOR,WINE,BEER",221.0,0
2016-07-16,1,"LIQUOR,WINE,BEER",179.0,0
2016-07-17,1,"LIQUOR,WINE,BEER",32.0,0
2016-07-18,1,"LIQUOR,WINE,BEER",50.0,0
2016-07-19,1,"LIQUOR,WINE,BEER",103.0,0
2016-07-20,1,"LIQUOR,WINE,BEER",148.0,1
2016-07-21,1,"LIQUOR,WINE,BEER",118.0,1
2016-07-22,1,"LIQUOR,WINE,BEER",175.0,1
2016-07-23,1,"LIQUOR,WINE,BEER",118.0,0
2016-07-24,1,"LIQUOR,WINE,BEER",62.0,0
2016-07-25,1,"LIQUOR,WINE,BEER",49.0,1
2016-07-26,1,"LIQUOR,WINE,BEER",118.0,1
2016-07-27,1,"LIQUOR,WINE,BEER",195.0,0
2016-07-28,1,"LIQUOR,WINE,BEER",105.0,1
2016-07-29,1,"LIQUOR,WINE,BEER",115.0,1
2016-07-30,1,"LIQUOR,WINE,BEER",155.0,1
2016-07-31,1,"LIQUOR,WINE,BEER",36.0,1
2016-08-01,1,"LIQUOR,WINE,BEER",74.0,0
2016-08-02,1,"LIQUOR,WINE,BEER",66.0,0
2016-08-03,1,"LIQUOR,WINE,BEER",105.0,0
2016-08-04,1,"LIQUOR,WINE,BEER",118.0,0
2016-08-05,1,"LIQUOR,WINE,BEER",180.0,0
2016-08-06,1,"LIQUOR,WINE,BEER",219.0,0
2016-08-07,1,"LIQUOR,WINE,BEER",28.0,0
2016-08-08,1,"LIQUOR,WINE,BEER",111.0,0
2016-08-09,1,"LIQUOR,WINE,BEER",93.0,0
2016-08-10,1,"LIQUOR,WINE,BEER",102.0,1
2016-08-11,1,"LIQUOR,WINE,BEER",188.0,1
2016-08-12,1,"LIQUOR,WINE,BEER",74.0,1
2016-08-13,1,"LIQUOR,WINE,BEER",110.0,1
2016-08-14,1,"LIQUOR,WINE,BEER",71.0,0
2016-08-15,1,"LIQUOR,WINE,BEER",89.0,1
2016-08-16,1,"LIQUOR,WINE,BEER",81.0,0
2016-08-17,1,"LIQUOR,WINE,BEER",115.0,0
2016-08-18,1,"LIQUOR,WINE,BEER",136.0,0
2016-08-19,1,"LIQUOR,WINE,BEER",164.0,0
2016-08-20,1,"LIQUOR,WINE,BEER",140.0,0
2016-08-21,1,"LIQUOR,WINE,BEER",27.0,0
2016-08-22,1,"LIQUOR,WINE,BEER",61.0,0
2016-08-23,1,"LIQUOR,WINE,BEER",128.0,0
2016-08-24,1,"LIQUOR,WINE,BEER",125.0,0
2016-08-25,1,"LIQUOR,WINE,BEER",109.0,0
2016-08-26,1,"LIQUOR,WINE,BEER",196.0,0
2016-08-27,1,"LIQUOR,WINE,BEER",146.0,0
2016-08-28,1,"LIQUOR,WINE,BEER",51.0,0
2016-08-29,1,"LIQUOR,WINE,BEER",61.0,0
2016-08-30,1,"LIQUOR,WINE,BEER",94.0,0
2016-08-31,1,"LIQUOR,WINE,BEER",111.0,1
2016-09-01,1,"LIQUOR,WINE,BEER",184.0,1
2016-09-02,1,"LIQUOR,WINE,BEER",137.0,1
2016-09-03,1,"LIQUOR,WINE,BEER",174.0,1
2016-09-04,1,"LIQUOR,WINE,BEER",35.0,0
2016-09-05,1,"LIQUOR,WINE,BEER",66.0,1
2016-09-06,1,"LIQUOR,WINE,BEER",101.0,0
2016-09-07,1,"LIQUOR,WINE,BEER",76.0,0
2016-09-08,1,"LIQUOR,WINE,BEER",129.0,0
2016-09-09,1,"LIQUOR,WINE,BEER",199.0,3
2016-09-10,1,"LIQUOR,WINE,BEER",173.0,4
2016-09-11,1,"LIQUOR,WINE,BEER",24.0,3
2016-09-12,1,"LIQUOR,WINE,BEER",63.0,0
2016-09-13,1,"LIQUOR,WINE,BEER",80.0,0
2016-09-14,1,"LIQUOR,WINE,BEER",70.0,0
2016-09-15,1,"LIQUOR,WINE,BEER",118.0,0
2016-09-16,1,"LIQUOR,WINE,BEER",189.0,6
2016-09-17,1,"LIQUOR,WINE,BEER",158.0,8
2016-09-18,1,"LIQUOR,WINE,BEER",49.0,4
