source_row,partition
2882,test
2883,train
2884,validation
2885,test
2886,train
2887,train
2888,train
2889,test
2890,validation
2891,train
2892,test
2893,train
2894,train
2895,train
2896,test
2897,train
2898,train
2899,train
2900,validation
2901,train
2902,train
2903,validation
2904,test
2905,validation
2906,train
2907,train
2908,validation
2909,test
2910,train
2911,train
2912,train
2913,train
2914,train
2915,train
2916,test
2917,train
2918,train
2919,validation
2920,train
2921,train
2922,test
2923,test
2924,train
2925,test
2926,train
2927,train
2928,train
2929,test
2930,train
2931,train
2932,train
2933,test
2934,test
2935,train
2936,test
2937,train
2938,train
2939,validation
2940,test
2941,validation
2942,train
2943,train
2944,test
2945,train
2946,train
2947,train
2948,train
2949,train
2950,test
2951,train
2952,train
2953,train
2954,train
2955,train
2956,train
2957,train
2958,validation
2959,validation
2960,train
2961,train
2962,train
2963,train
2964,test
2965,validation
2966,test
2967,train
2968,train
2969,train
2970,train
2971,test
2972,train
2973,validation
2974,test
2975,test
2976,train
2977,validation
2978,train
2979,train
2980,validation
2981,train
2982,train
2983,test
2984,test
2985,test
2986,validation
2987,test
2988,train
2989,train
2990,train
2991,train
2992,test
2993,train
2994,train
2995,train
2996,train
2997,train
2998,validation
2999,train
3000,test
3001,test
3002,test
3003,train
3004,test
3005,validation
3006,train
3007,train
3008,train
3009,train
3010,validation
3011,train
3012,validation
3013,train
3014,validation
3015,train
3016,validation
3017,train
3018,train
3019,train
3020,test
3021,train
3022,validation
3023,validation
3024,test
3025,validation
3026,train
3027,train
3028,test
3029,train
3030,validation
3031,validation
3032,train
3033,test
3034,train
3035,train
3036,train
3037,train
3038,test
3039,validation
3040,validation
3041,train
3042,train
3043,train
3044,train
3045,validation
3046,test
3047,test
3048,train
3049,train
3050,train
3051,validation
3052,train
3053,test
3054,train
3055,train
3056,train
3057,validation
3058,validation
3059,test
3060,train
3061,train
3062,train
3063,train
3064,test
3065,validation
3066,train
3067,test
3068,validation
3069,train
3070,train
3071,test
3072,test
3073,test
3074,train
3075,test
3076,train
3077,train
3078,validation
3079,validation
3080,validation
3081,validation
3082,validation
3083,train
3084,test
3085,train
3086,train
3087,train
3088,train
3089,validation
3090,train
3091,train
3092,validation
3093,train
3094,test
3095,validation
3096,train
3097,train
3098,train
3099,test
3100,train
3101,validation
3102,train
3103,validation
3104,validation
3105,train
3106,test
3107,test
3108,train
3109,train
3110,validation
3111,train
3112,validation
3113,validation
3114,validation
3115,train
3116,train
3117,train
3118,train
3119,test
3120,validation
3121,train
3122,train
3123,validation
3124,validation
3125,train
3126,train
3127,test
3128,train
3129,validation
3130,train
3131,train
3132,validation
3133,validation
3134,train
3135,test
3136,train
3137,train
3138,train
3139,train
3140,validation
3141,test
3142,train
3143,validation
3144,train
3145,train
3146,train
3147,train
3148,test
3149,test
3150,test
3151,train
3152,train
3153,train
3154,validation
3155,train
3156,test
3157,test
3158,test
3159,train
3160,validation
3161,train
3162,train
3163,validation
3164,validation
3165,test
3166,validation
3167,train
3168,train
3169,train
3170,train
3171,validation
3172,train
3173,validation
3174,train
3175,train
3176,test
3177,train
3178,validation
3179,train
3180,train
3181,validation
3182,test
3183,validation
3184,train
3185,train
3186,train
3187,test
3188,validation
3189,validation
3190,validation
3191,train
3192,test
3193,train
3194,train
3195,train
3196,train
3197,test
3198,test
3199,train
3200,validation
3201,train
3202,validation
3203,train
3204,train
3205,validation
3206,train
3207,train
3208,train
3209,test
3210,train
3211,validation
3212,train
3213,train
3214,train
3215,test
3216,train
3217,validation
3218,train
3219,train
3220,train
3221,test
3222,train
3223,train
3224,train
3225,train
3226,train
3227,train
3228,test
3229,train
3230,validation
3231,validation
3232,test
3233,validation
3234,test
3235,validation
3236,validation
3237,train
3238,validation
3239,train
3240,validation
3241,train
3242,train
3243,test
3244,train
3245,train
3246,test
3247,train
3248,train
3249,train
3250,train
3251,test
3252,test
3253,train
3254,test
3255,train
3256,train
3257,test
3258,train
3259,validation
3260,train
3261,train
3262,train
3263,train
3264,test
3265,validation
3266,test
3267,train
3268,validation
3269,train
3270,validation
3271,train
3272,validation
3273,validation
3274,test
3275,train
3276,train
3277,train
3278,test
3279,train
3280,test
3281,train
3282,test
3283,train
3284,test
3285,validation
3286,train
3287,validation
3288,test
3289,test
3290,test
3291,train
3292,test
3293,validation
3294,test
3295,train
3296,test
3297,train
3298,train
3299,train
3300,test
3301,train
3302,validation
3303,test
3304,test
3305,train
3306,test
3307,train
3308,test
3309,train
3310,train
3311,train
3312,test
3313,train
3314,train
3315,train
3316,train
3317,validation
3318,test
3319,train
3320,train
3321,validation
3322,train
3323,train
3324,validation
3325,validation
3326,validation
3327,train
3328,train
3329,validation
3330,train
3331,train
3332,train
3333,validation
3334,train
3335,train
3336,train
3337,train
3338,test
3339,test
3340,test
3341,test
3342,test
3343,train
3344,validation
3345,train
3346,train
3347,train
3348,test
3349,train
3350,train
3351,train
3352,test
3353,train
3354,train
3355,train
3356,train
3357,train
3358,train
3359,test
3360,test
3361,train
3362,train
3363,train
3364,train
3365,test
3366,train
3367,train
3368,train
3369,train
3370,train
3371,test
3372,train
3373,test
3374,train
3375,validation
3376,train
3377,train
3378,test
3379,train
3380,train
3381,train
3382,validation
3383,test
3384,train
3385,train
3386,test
3387,train
3388,train
3389,test
3390,train
3391,train
3392,validation
3393,test
3394,validation
3395,train
3396,validation
3397,train
3398,test
3399,train
3400,train
3401,test
3402,validation
3403,test
3404,train
3405,validation
3406,validation
3407,validation
3408,train
3409,train
3410,validation
3411,test
3412,train
3413,train
3414,validation
3415,validation
3416,test
3417,test
3418,train
3419,test
3420,train
3421,train
3422,train
3423,validation
3424,validation
3425,train
3426,train
3427,test
3428,test
3429,train
3430,train
3431,test
3432,validation
3433,train
3434,train
3435,train
3436,validation
3437,train
3438,train
3439,train
3440,validation
3441,train
3442,train
3443,test
3444,train
3445,train
3446,validation
3447,train
3448,train
3449,test
3450,validation
3451,test
3452,train
3453,train
3454,train
3455,test
3456,train
3457,train
3458,validation
3459,train
3460,test
3461,test
3462,train
3463,train
3464,train
3465,test
3466,train
3467,validation
3468,test
3469,validation
3470,validation
3471,validation
3472,train
3473,train
3474,train
3475,validation
3476,train
3477,validation
3478,train
3479,train
3480,train
3481,validation
3482,train
3483,train
3484,train
3485,test
3486,validation
3487,train
3488,train
3489,train
3490,test
3491,train
3492,validation
3493,validation
3494,validation
3495,train
3496,test
3497,train
3498,train
3499,test
3500,train
3501,train
3502,train
3503,validation
3504,validation
3505,train
3506,train
3507,train
3508,validation
3509,train
3510,test
3511,validation
3512,test
3513,validation
3514,test
3515,train
3516,test
3517,train
3518,train
3519,train
3520,validation
3521,train
3522,train
3523,train
3524,test
3525,validation
3526,validation
3527,train
3528,validation
3529,test
3530,train
3531,test
3532,test
3533,test
3534,test
3535,train
3536,train
3537,train
3538,validation
3539,train
3540,train
3541,train
3542,train
3543,train
3544,test
3545,train
3546,train
3547,train
3548,validation
3549,train
3550,validation
3551,validation
3552,train
3553,train
3554,train
3555,train
3556,validation
3557,validation
3558,train
3559,train
3560,train
3561,validation
3562,train
3563,test
3564,test
3565,test
3566,validation
3567,train
3568,train
3569,train
3570,test
3571,validation
3572,train
3573,train
3574,train
3575,test
3576,train
3577,test
3578,train
3579,train
3580,test
3581,test
3582,train
3583,train
3584,train
3585,train
3586,train
3587,train
3588,train
3589,train
3590,validation
3591,train
3592,train
3593,validation
3594,validation
3595,train
3596,validation
3597,train
3598,test
3599,train
3600,validation
3601,train
3602,validation
3603,train
3604,test
3605,train
3606,validation
3607,train
3608,train
3609,train
3610,train
3611,validation
3612,train
3613,train
3614,test
3615,train
3616,train
3617,train
3618,train
3619,test
3620,train
3621,train
3622,train
3623,test
3624,validation
3625,train
3626,test
3627,train
3628,validation
3629,test
3630,validation
3631,train
3632,test
3633,train
3634,test
3635,validation
3636,validation
3637,validation
3638,train
3639,train
3640,test
3641,validation
3642,train
3643,train
3644,train
3645,validation
3646,train
3647,train
3648,train
3649,test
3650,train
3651,test
3652,train
3653,test
3654,validation
3655,train
3656,train
3657,train
3658,train
3659,validation
3660,test
3661,train
3662,test
3663,train
3664,train
3665,train
3666,train
3667,test
3668,test
3669,test
3670,train
3671,validation
3672,train
3673,train
3674,train
3675,train
3676,train
3677,train
3678,train
3679,train
3680,train
3681,train
3682,test
3683,train
3684,train
3685,train
3686,test
3687,test
3688,test
3689,validation
3690,train
3691,train
3692,test
3693,train
3694,train
3695,test
3696,test
3697,train
3698,train
3699,train
3700,train
3701,train
3702,train
3703,train
3704,train
3705,validation
3706,test
3707,train
3708,train
3709,train
3710,validation
3711,validation
3712,validation
3713,train
3714,train
3715,train
3716,train
3717,validation
3718,train
3719,train
3720,test
3721,train
3722,test
3723,train
3724,train
3725,train
3726,test
3727,train
3728,train
3729,validation
3730,train
3731,validation
3732,train
3733,train
3734,train
3735,train
3736,train
3737,train
3738,test
3739,train
3740,train
3741,train
3742,train
3743,train
3744,train
3745,train
3746,test
3747,validation
3748,train
3749,train
3750,test
3751,test
3752,test
3753,train
3754,train
3755,validation
3756,train
3757,train
3758,train
3759,train
3760,train
3761,train
3762,test
3763,train
3764,validation
3765,train
3766,train
3767,train
3768,train
3769,train
3770,validation
3771,train
3772,train
3773,train
3774,train
3775,train
3776,train
3777,test
3778,train
3779,train
3780,validation
3781,validation
3782,validation
3783,train
3784,train
3785,train
3786,validation
3787,train
3788,test
3789,train
3790,train
3791,validation
3792,train
3793,train
3794,train
3795,train
3796,train
3797,train
3798,train
3799,train
3800,validation
3801,test
3802,train
3803,validation
3804,test
3805,train
3806,test
3807,train
3808,train
3809,train
3810,train
3811,train
3812,train
3813,train
3814,train
3815,validation
3816,train
3817,train
3818,test
3819,train
3820,validation
3821,train
3822,train
3823,train
3824,train
3825,train
3826,train
3827,train
3828,test
3829,train
3830,test
3831,test
3832,test
3833,validation
3834,train
3835,train
3836,train
3837,validation
3838,train
3839,train
3840,validation
3841,validation
3842,train
3843,train
3844,train
3845,train
3846,train
3847,train
3848,train
3849,train
3850,train
3851,test
3852,train
3853,train
3854,train
3855,validation
3856,train
3857,train
3858,train
3859,train
3860,train
3861,train
3862,validation
3863,test
3864,validation
3865,train
3866,test
3867,train
3868,train
3869,train
3870,test
3871,train
3872,test
3873,test
3874,validation
3875,train
3876,train
3877,train
3878,train
3879,train
3880,validation
3881,train
3882,train
3883,validation
3884,validation
3885,test
3886,validation
3887,test
3888,train
3889,train
3890,train
3891,train
3892,train
3893,train
3894,validation
3895,train
3896,train
3897,test
3898,test
3899,train
3900,train
3901,test
3902,train
3903,train
3904,validation
3905,validation
3906,train
3907,train
3908,train
3909,test
3910,train
3911,validation
3912,validation
3913,train
3914,train
3915,train
3916,train
3917,validation
3918,test
3919,validation
3920,train
3921,validation
3922,train
3923,train
3924,train
3925,train
3926,test
3927,train
3928,test
3929,train
3930,validation
3931,validation
3932,test
3933,train
3934,validation
3935,validation
3936,train
3937,train
3938,train
3939,train
3940,train
3941,train
3942,train
3943,validation
3944,test
3945,validation
3946,validation
3947,train
3948,train
3949,train
3950,validation
3951,validation
3952,train
3953,train
3954,validation
3955,test
3956,test
3957,validation
3958,test
3959,train
3960,test
3961,train
3962,train
3963,train
3964,train
3965,test
3966,test
3967,train
3968,train
3969,train
3970,train
3971,train
3972,train
3973,train
3974,train
3975,train
3976,train
3977,validation
3978,train
3979,train
3980,train
3981,test
3982,train
3983,train
3984,train
3985,train
3986,validation
3987,train
3988,test
3989,train
3990,test
3991,validation
3992,train
3993,train
3994,train
3995,train
3996,train
3997,validation
3998,train
3999,validation
4000,train
4001,train
4002,validation
4003,train
4004,train
4005,validation
4006,train
4007,train
4008,validation
4009,train
4010,train
4011,train
4012,train
4013,train
4014,train
4015,validation
4016,validation
4017,train
4018,train
4019,test
4020,validation
4021,train
4022,train
4023,train
4024,test
4025,test
4026,train
4027,validation
4028,validation
4029,train
4030,train
4031,validation
4032,train
4033,validation
4034,train
4035,train
4036,validation
4037,train
4038,train
4039,train
4040,validation
4041,validation
4042,validation
4043,train
4044,train
4045,test
4046,train
4047,train
4048,train
4049,train
4050,train
4051,test
4052,train
4053,validation
4054,test
4055,train
4056,train
4057,train
4058,train
4059,train
4060,train
4061,test
4062,test
4063,validation
4064,train
4065,train
4066,validation
4067,train
4068,test
4069,train
4070,test
4071,validation
4072,train
4073,train
4074,train
4075,train
4076,test
4077,validation
4078,test
4079,test
4080,train
4081,train
4082,test
4083,train
4084,validation
4085,train
4086,train
4087,train
4088,validation
4089,train
4090,train
4091,train
4092,validation
4093,validation
4094,train
4095,validation
4096,test
4097,test
4098,train
4099,train
4100,train
4101,train
4102,train
4103,train
4104,validation
4105,test
4106,train
4107,train
4108,test
4109,train
4110,train
4111,validation
4112,train
4113,train
4114,train
4115,train
4116,validation
4117,train
4118,train
4119,train
4120,train
4121,validation
4122,train
4123,train
4124,train
4125,train
4126,train
4127,train
4128,train
4129,validation
4130,train
4131,train
4132,train
4133,train
4134,validation
4135,train
4136,test
4137,train
4138,train
4139,train
4140,train
4141,train
4142,train
4143,train
4144,train
4145,train
4146,validation
4147,train
4148,test
4149,train
4150,train
4151,validation
4152,validation
4153,train
4154,test
4155,validation
4156,train
4157,test
4158,train
4159,validation
4160,train
4161,train
4162,train
4163,validation
4164,train
4165,test
4166,train
4167,train
4168,train
4169,test
4170,train
4171,train
4172,validation
4173,validation
4174,test
4175,train
4176,train
4177,train
4178,train
4179,train
4180,validation
4181,validation
4182,train
4183,test
4184,validation
4185,train
4186,validation
4187,train
4188,train
4189,validation
4190,validation
4191,train
4192,validation
4193,train
4194,test
4195,test
4196,train
4197,test
4198,train
4199,test
4200,train
4201,train
4202,train
4203,test
4204,validation
4205,train
4206,test
4207,test
4208,validation
4209,test
4210,train
4211,train
4212,train
4213,test
4214,train
4215,validation
4216,test
4217,train
4218,test
4219,train
4220,validation
4221,test
4222,validation
4223,validation
4224,train
4225,train
4226,validation
4227,train
4228,train
4229,test
4230,test
4231,train
4232,train
4233,test
4234,train
4235,test
4236,train
4237,train
4238,train
4239,test
4240,validation
4241,train
4242,train
4243,test
4244,train
4245,train
4246,train
4247,validation
4248,train
4249,validation
4250,test
4251,train
4252,test
4253,train
4254,train
4255,validation
4256,train
4257,validation
4258,train
4259,test
4260,validation
4261,train
4262,train
4263,train
4264,test
4265,train
4266,train
4267,train
4268,test
4269,train
4270,train
4271,train
4272,train
4273,train
4274,train
4275,train
4276,train
4277,test
4278,train
4279,validation
4280,train
4281,train
4282,train
4283,test
4284,train
4285,train
4286,train
4287,train
4288,validation
4289,validation
4290,train
4291,test
4292,train
4293,validation
4294,test
4295,train
4296,train
4297,validation
4298,test
4299,train
4300,train
4301,train
4302,train
4303,train
4304,train
4305,train
4306,train
4307,train
4308,train
4309,test
4310,train
4311,train
4312,train
4313,validation
4314,train
4315,validation
4316,validation
4317,train
4318,train
4319,test
4320,validation
4321,test
4322,train
4323,test
4324,validation
4325,validation
4326,train
4327,test
4328,test
4329,train
4330,train
4331,test
4332,train
4333,train
4334,train
4335,train
4336,validation
4337,train
4338,train
4339,train
4340,train
4341,train
4342,validation
4343,validation
4344,test
4345,test
4346,train
4347,train
4348,train
4349,train
4350,validation
4351,train
4352,train
4353,train
4354,test
4355,train
4356,train
4357,train
4358,test
4359,test
4360,train
4361,validation
4362,validation
4363,train
4364,test
4365,train
4366,train
4367,validation
4368,train
4369,test
4370,train
4371,train
4372,validation
4373,train
4374,train
4375,train
4376,train
4377,validation
4378,train
4379,train
4380,train
4381,test
4382,train
4383,train
4384,train
4385,train
4386,train
4387,test
4388,train
4389,test
4390,test
4391,test
4392,train
4393,train
4394,train
4395,train
4396,train
4397,validation
4398,test
4399,test
4400,test
4401,test
4402,train
4403,train
4404,validation
4405,test
4406,test
4407,train
4408,validation
4409,train
4410,validation
4411,validation
4412,validation
4413,train
4414,train
4415,test
4416,train
4417,train
4418,validation
4419,train
4420,validation
4421,train
4422,train
4423,train
4424,validation
4425,validation
4426,test
4427,train
4428,train
4429,test
4430,test
4431,test
4432,validation
4433,train
4434,train
4435,train
4436,train
4437,validation
4438,test
4439,train
4440,test
4441,train
4442,train
4443,train
4444,train
4445,validation
4446,train
4447,train
4448,train
4449,train
4450,test
4451,test
4452,validation
4453,test
4454,validation
4455,validation
4456,test
4457,validation
4458,train
4459,train
4460,test
4461,train
4462,train
4463,validation
4464,validation
4465,validation
4466,test
4467,validation
4468,test
4469,train
4470,test
4471,test
4472,test
4473,test
4474,train
4475,test
4476,train
4477,train
4478,train
4479,test
4480,train
4481,validation
4482,train
4483,validation
4484,test
4485,test
4486,validation
4487,train
4488,train
4489,train
4490,test
4491,train
4492,train
4493,validation
4494,validation
4495,validation
4496,train
4497,train
4498,train
4499,test
4500,train
4501,train
4502,train
4503,test
4504,train
4505,train
4506,validation
4507,train
4508,train
4509,train
4510,train
4511,validation
4512,test
4513,train
4514,validation
4515,train
4516,test
4517,train
4518,train
4519,train
4520,train
4521,train
4522,validation
4523,validation
4524,train
4525,train
4526,validation
4527,train
4528,train
4529,train
4530,train
4531,train
4532,validation
4533,train
4534,test
4535,train
4536,test
4537,validation
4538,test
4539,train
4540,train
4541,train
4542,test
4543,train
4544,train
4545,train
4546,test
4547,train
4548,train
4549,train
4550,train
4551,train
4552,train
4553,train
4554,validation
4555,train
4556,test
4557,train
4558,validation
4559,train
4560,validation
4561,test
4562,train
4563,train
4564,train
4565,train
4566,train
4567,test
4568,test
4569,train
4570,validation
4571,train
4572,validation
4573,validation
4574,train
4575,test
4576,train
4577,train
4578,train
4579,train
4580,train
4581,test
4582,train
4583,train
4584,train
4585,train
4586,train
4587,validation
4588,validation
4589,train
4590,train
4591,test
4592,train
4593,test
4594,test
4595,train
4596,test
4597,train
4598,train
4599,test
4600,train
4601,validation
4602,validation
4603,train
4604,validation
4605,test
4606,train
4607,validation
4608,train
4609,train
4610,test
4611,validation
4612,train
4613,train
4614,validation
4615,train
4616,train
4617,test
4618,train
4619,validation
4620,train
4621,train
4622,validation
4623,train
4624,test
4625,validation
4626,train
4627,train
4628,validation
4629,validation
4630,test
4631,train
4632,test
4633,test
4634,train
4635,validation
4636,validation
4637,train
4638,validation
4639,train
4640,validation
4641,test
4642,validation
4643,train
4644,test
4645,train
4646,test
4647,train
4648,train
4649,train
4650,train
4651,train
4652,train
4653,train
4654,test
4655,test
4656,train
4657,validation
4658,test
4659,validation
4660,test
4661,train
4662,train
4663,train
4664,train
4665,validation
4666,validation
4667,train
4668,train
4669,train
4670,train
4671,train
4672,train
4673,train
4674,test
4675,train
4676,test
4677,test
4678,validation
4679,train
4680,validation
4681,train
4682,train
4683,validation
4684,train
4685,train
4686,train
4687,train
4688,validation
4689,train
4690,train
4691,train
4692,train
4693,train
4694,test
4695,train
4696,test
4697,validation
4698,train
4699,test
4700,test
4701,train
4702,validation
4703,train
4704,train
4705,train
4706,train
4707,train
4708,train
4709,train
4710,test
4711,train
4712,validation
4713,test
4714,train
4715,train
4716,train
4717,test
4718,train
4719,train
4720,train
4721,train
4722,test
4723,validation
4724,train
4725,train
4726,train
4727,test
4728,test
4729,train
4730,test
4731,train
4732,validation
4733,train
4734,train
4735,train
4736,train
4737,train
4738,train
4739,validation
4740,train
4741,train
4742,train
4743,train
4744,train
4745,validation
4746,validation
4747,test
4748,train
4749,train
4750,train
4751,train
4752,train
4753,train
4754,train
4755,validation
4756,validation
4757,test
4758,train
4759,validation
4760,validation
4761,train
4762,train
4763,validation
4764,train
4765,train
4766,train
4767,test
4768,validation
4769,validation
4770,train
4771,validation
4772,train
4773,train
4774,train
4775,train
4776,validation
4777,train
4778,validation
4779,train
4780,train
4781,validation
4782,validation
4783,test
4784,validation
4785,train
4786,train
4787,train
4788,train
4789,train
4790,train
4791,train
4792,train
4793,train
4794,train
4795,train
4796,train
4797,train
4798,test
4799,test
4800,validation
4801,validation
4802,train
4803,test
4804,train
4805,test
4806,train
4807,train
4808,train
4809,train
4810,train
4811,train
4812,train
4813,train
4814,test
4815,test
4816,validation
4817,train
4818,test
4819,train
4820,train
4821,train
4822,validation
4823,validation
4824,test
4825,train
4826,test
4827,train
4828,train
4829,test
4830,test
4831,train
4832,train
4833,train
4834,train
4835,train
4836,train
4837,train
4838,train
4839,train
4840,train
4841,train
4842,validation
4843,train
4844,train
4845,test
4846,train
4847,test
4848,train
4849,test
4850,train
4851,train
4852,train
4853,train
4854,train
4855,train
4856,train
4857,train
4858,train
4859,train
4860,validation
4861,train
4862,validation
4863,test
4864,test
4865,train
4866,test
4867,train
4868,validation
4869,train
4870,validation
4871,train
4872,test
4873,test
4874,validation
4875,test
4876,train
4877,train
4878,train
4879,test
4880,test
4881,validation
4882,test
4883,train
4884,train
4885,test
4886,train
4887,train
4888,test
4889,test
4890,validation
4891,test
4892,train
4893,train
4894,test
4895,train
4896,train
4897,train
4898,train
4899,train
4900,train
4901,train
4902,train
4903,train
4904,train
4905,train
4906,test
4907,validation
4908,train
4909,train
4910,train
4911,train
4912,validation
4913,train
4914,test
4915,test
4916,test
4917,test
4918,train
4919,test
4920,train
4921,train
4922,train
4923,train
4924,train
4925,train
4926,train
4927,train
4928,train
4929,train
4930,validation
4931,validation
4932,train
4933,train
4934,train
4935,train
4936,train
4937,train
4938,train
4939,train
4940,train
4941,train
4942,train
4943,train
4944,train
4945,train
4946,test
4947,train
4948,train
4949,train
4950,train
4951,train
4952,test
4953,train
4954,train
4955,train
4956,test
4957,train
4958,train
4959,train
4960,train
4961,train
4962,validation
4963,train
4964,test
4965,test
4966,train
4967,test
4968,train
4969,test
4970,train
4971,train
4972,train
4973,train
4974,train
4975,test
4976,train
4977,train
4978,train
4979,test
4980,test
4981,train
4982,train
4983,train
4984,train
4985,test
4986,train
4987,validation
4988,train
4989,train
4990,train
4991,train
4992,train
4993,train
4994,train
4995,train
4996,train
4997,validation
4998,train
4999,test
5000,train
5001,train
5002,train
5003,train
5004,train
5005,validation
5006,train
5007,test
5008,train
5009,train
5010,test
5011,train
5012,test
5013,train
5014,train
5015,train
5016,train
5017,test
5018,train
5019,train
5020,test
5021,train
5022,train
5023,train
5024,train
5025,train
5026,train
5027,train
5028,train
5029,test
5030,train
5031,validation
5032,train
5033,test
5034,train
5035,train
5036,train
5037,train
5038,test
5039,train
5040,validation
5041,validation
5042,train
5043,train
5044,train
5045,test
5046,test
5047,train
5048,test
5049,train
5050,train
5051,train
5052,train
5053,test
5054,validation
5055,train
5056,validation
5057,validation
5058,train
5059,validation
5060,train
5061,train
5062,train
5063,train
5064,validation
5065,validation
5066,test
5067,train
5068,test
5069,train
5070,train
5071,train
5072,test
5073,train
5074,train
5075,test
5076,validation
5077,train
5078,train
5079,test
5080,train
5081,validation
5082,validation
5083,test
5084,train
5085,test
5086,train
5087,validation
5088,test
5089,train
5090,train
5091,validation
5092,train
5093,train
5094,train
5095,train
5096,train
5097,train
5098,train
5099,validation
5100,train
5101,train
5102,validation
5103,train
5104,train
5105,train
5106,test
5107,train
5108,test
5109,train
5110,train
5111,train
5112,train
5113,train
5114,train
5115,test
5116,train
5117,train
5118,validation
5119,train
5120,validation
5121,train
5122,train
5123,train
5124,validation
5125,test
5126,train
5127,train
5128,train
5129,validation
5130,train
5131,validation
5132,validation
5133,test
5134,validation
5135,test
5136,train
5137,test
5138,test
5139,train
5140,train
5141,test
5142,train
5143,train
5144,test
5145,validation
5146,train
5147,train
5148,test
5149,validation
5150,train
5151,test
5152,validation
5153,train
5154,train
5155,test
5156,train
5157,train
5158,train
5159,validation
5160,validation
5161,test
5162,train
5163,train
5164,validation
5165,test
5166,train
5167,train
5168,validation
5169,train
5170,train
5171,train
5172,train
5173,test
5174,train
5175,train
5176,train
5177,validation
5178,validation
5179,train
5180,train
5181,train
5182,train
5183,train
5184,test
5185,train
5186,train
5187,train
5188,train
5189,test
5190,train
5191,train
5192,train
5193,train
5194,train
5195,validation
5196,test
5197,train
5198,train
5199,train
5200,train
5201,test
5202,train
5203,validation
5204,train
5205,train
5206,validation
5207,train
5208,validation
5209,train
5210,train
5211,train
5212,test
5213,train
5214,test
5215,validation
5216,test
5217,train
5218,train
5219,test
5220,train
5221,validation
5222,test
5223,train
5224,validation
5225,train
5226,train
5227,validation
5228,validation
5229,train
5230,train
5231,train
5232,validation
5233,train
5234,validation
5235,train
5236,test
5237,train
5238,validation
5239,validation
5240,train
5241,train
5242,test
5243,train
5244,train
5245,train
5246,test
5247,train
5248,train
5249,train
5250,validation
5251,train
5252,test
5253,train
5254,train
5255,train
5256,test
5257,train
5258,validation
5259,validation
5260,train
5261,validation
5262,train
5263,train
5264,test
5265,train
5266,train
5267,validation
5268,train
5269,train
5270,test
5271,test
5272,train
5273,validation
5274,test
5275,train
5276,train
5277,train
5278,validation
5279,train
5280,test
5281,train
5282,train
5283,train
5284,train
5285,test
5286,test
5287,train
5288,train
5289,train
5290,train
5291,train
5292,validation
5293,test
5294,train
5295,train
5296,train
5297,validation
5298,test
5299,train
5300,test
5301,train
5302,test
5303,train
5304,train
5305,train
5306,test
5307,train
5308,test
5309,train
5310,train
5311,train
5312,validation
5313,test
5314,validation
5315,test
5316,train
5317,train
5318,validation
5319,train
5320,train
5321,train
5322,validation
5323,validation
5324,train
5325,train
5326,test
5327,train
5328,train
5329,train
5330,validation
5331,train
5332,train
5333,train
5334,train
5335,train
5336,validation
5337,train
5338,train
5339,test
5340,test
5341,test
5342,train
5343,test
5344,train
5345,train
5346,train
5347,validation
5348,test
5349,train
5350,test
5351,train
5352,train
5353,train
5354,train
5355,validation
5356,train
5357,train
5358,train
5359,validation
5360,test
5361,validation
5362,train
5363,validation
5364,validation
5365,train
5366,train
5367,train
5368,train
5369,test
5370,validation
5371,validation
5372,validation
5373,train
5374,train
5375,train
5376,validation
5377,train
5378,test
5379,validation
5380,train
5381,train
5382,train
5383,validation
5384,test
5385,train
5386,train
5387,test
5388,test
5389,train
5390,train
5391,test
5392,test
5393,train
5394,train
5395,validation
5396,train
5397,train
5398,train
5399,validation
5400,train
5401,train
5402,validation
5403,test
5404,train
5405,train
5406,train
5407,validation
5408,train
5409,test
5410,validation
5411,train
5412,train
5413,train
5414,train
5415,train
5416,test
5417,test
5418,train
5419,validation
5420,train
5421,test
5422,train
5423,train
5424,validation
5425,test
5426,train
5427,train
5428,validation
5429,test
5430,train
5431,test
5432,test
5433,train
5434,validation
5435,validation
5436,test
5437,train
5438,train
5439,test
5440,validation
5441,train
5442,train
5443,train
5444,train
5445,train
5446,train
5447,train
5448,train
5449,train
5450,validation
5451,train
5452,train
5453,train
5454,test
5455,train
5456,train
5457,test
5458,train
5459,train
5460,validation
5461,train
5462,train
5463,train
5464,test
5465,train
5466,train
5467,train
5468,validation
5469,validation
5470,train
5471,test
5472,train
5473,validation
5474,train
5475,validation
5476,train
5477,test
5478,test
5479,test
5480,train
5481,train
5482,train
5483,train
5484,train
5485,test
5486,train
5487,train
5488,test
5489,validation
5490,train
5491,validation
5492,train
5493,validation
5494,test
5495,train
5496,validation
5497,validation
5498,validation
5499,train
5500,train
5501,train
5502,train
5503,validation
5504,validation
5505,train
5506,train
5507,validation
5508,train
5509,train
5510,train
5511,train
5512,train
5513,train
5514,train
5515,train
5516,train
5517,validation
5518,validation
5519,test
5520,train
5521,train
5522,train
5523,validation
5524,train
5525,validation
5526,test
5527,train
5528,train
5529,validation
5530,train
5531,train
5532,validation
5533,test
5534,test
5535,train
5536,train
5537,train
5538,validation
5539,validation
5540,train
5541,train
5542,test
5543,train
5544,train
5545,validation
5546,validation
5547,validation
5548,train
5549,train
5550,test
5551,train
5552,train
5553,test
5554,train
5555,train
5556,train
5557,train
5558,train
5559,train
5560,train
5561,train
5562,validation
5563,train
5564,test
5565,train
5566,validation
5567,test
5568,test
5569,validation
5570,test
5571,train
5572,train
5573,test
5574,test
